timestamp,count
2025-02-23 08:23:03.618427,0
2025-02-23 08:23:03.844503,1
2025-02-23 08:23:03.977982,0
2025-02-23 08:23:04.111529,1
2025-02-23 08:23:04.246782,1
2025-02-23 08:23:04.396379,1
2025-02-23 08:23:04.543189,1
2025-02-23 08:23:04.675111,0
2025-02-23 08:23:04.805602,1
2025-02-23 08:23:04.942574,1
2025-02-23 08:23:05.077470,1
2025-02-23 08:23:05.207805,0
2025-02-23 08:23:05.339495,0
2025-02-23 08:23:05.474182,1
2025-02-23 08:23:05.609921,0
2025-02-23 08:23:05.742374,0
2025-02-23 08:23:05.880872,0
2025-02-23 08:23:06.011164,1
2025-02-23 08:23:06.146906,0
2025-02-23 08:23:06.278387,1
2025-02-23 08:23:06.409972,1
2025-02-23 08:23:06.543046,0
2025-02-23 08:23:06.676906,1
2025-02-23 08:23:06.809193,0
2025-02-23 08:23:06.942538,1
2025-02-23 08:23:07.078896,0
2025-02-23 08:23:07.212483,0
2025-02-23 08:23:07.344747,0
2025-02-23 08:23:07.480795,0
2025-02-23 08:23:07.609426,1
2025-02-23 08:23:07.741711,0
2025-02-23 08:23:07.878438,0
2025-02-23 08:23:08.008744,0
2025-02-23 08:23:08.152447,0
2025-02-23 08:23:08.276800,0
2025-02-23 08:23:08.408551,0
2025-02-23 08:23:08.541439,0
2025-02-23 08:23:08.677582,0
2025-02-23 08:23:08.809891,0
2025-02-23 08:23:08.943751,0
2025-02-23 08:23:09.089374,0
2025-02-23 08:23:09.213728,0
2025-02-23 08:23:09.348920,0
2025-02-23 08:23:09.482473,0
2025-02-23 08:23:09.613304,0
2025-02-23 08:23:09.741130,0
2025-02-23 08:23:09.879382,1
2025-02-23 08:23:10.010593,1
2025-02-23 08:23:10.143968,1
2025-02-23 08:23:10.282085,0
2025-02-23 08:23:10.411858,0
2025-02-23 08:23:10.547609,1
2025-02-23 08:23:10.678140,1
2025-02-23 08:23:10.808740,1
2025-02-23 08:23:10.947445,0
2025-02-23 08:23:11.078780,0
2025-02-23 08:23:11.210894,0
2025-02-23 08:23:11.344093,0
2025-02-23 08:23:11.481357,1
2025-02-23 08:23:11.609451,0
2025-02-23 08:23:11.744213,0
2025-02-23 08:23:11.878092,1
2025-02-23 08:23:12.014428,0
2025-02-23 08:23:12.146010,0
2025-02-23 08:23:12.277816,1
2025-02-23 08:23:12.412141,1
2025-02-23 08:23:12.545366,0
2025-02-23 08:23:12.681809,0
2025-02-23 08:23:12.814272,1
2025-02-23 08:23:12.945771,0
2025-02-23 08:23:13.081280,1
2025-02-23 08:23:13.209998,0
2025-02-23 08:23:13.344797,0
2025-02-23 08:23:13.481462,0
2025-02-23 08:23:13.619239,0
2025-02-23 08:23:13.750220,1
2025-02-23 08:23:14.021584,0
2025-02-23 08:23:14.154103,1
2025-02-23 08:23:14.281021,1
2025-02-23 08:23:14.422626,1
2025-02-23 08:23:14.545273,1
2025-02-23 08:23:14.681982,1
2025-02-23 08:23:14.814127,0
2025-02-23 08:23:14.945934,1
2025-02-23 08:23:15.081834,1
2025-02-23 08:23:15.211247,0
2025-02-23 08:23:15.348528,0
2025-02-23 08:23:15.481439,0
2025-02-23 08:23:15.615268,0
2025-02-23 08:23:15.745993,1
2025-02-23 08:23:15.884428,1
2025-02-23 08:23:16.013819,1
2025-02-23 08:23:16.147226,1
2025-02-23 08:23:16.280090,1
2025-02-23 08:23:16.415369,1
2025-02-23 08:23:16.545270,1
2025-02-23 08:23:16.682977,1
2025-02-23 08:23:16.810176,0
2025-02-23 08:23:16.948683,1
2025-02-23 08:23:17.086054,1
2025-02-23 08:23:17.216995,1
2025-02-23 08:23:17.347902,1
2025-02-23 08:23:17.482786,1
2025-02-23 08:23:17.613231,1
2025-02-23 08:23:17.746374,1
2025-02-23 08:23:17.884326,1
2025-02-23 08:23:18.014122,0
2025-02-23 08:23:18.149214,1
2025-02-23 08:23:18.282189,1
2025-02-23 08:23:18.415765,1
2025-02-23 08:23:18.549767,1
2025-02-23 08:23:18.684739,1
2025-02-23 08:23:18.814357,0
2025-02-23 08:23:18.950706,0
2025-02-23 08:23:19.082864,0
2025-02-23 08:23:19.216108,1
2025-02-23 08:23:19.350806,1
2025-02-23 08:23:19.484711,1
2025-02-23 08:23:19.616405,1
2025-02-23 08:23:19.749235,0
2025-02-23 08:23:19.884446,1
2025-02-23 08:23:20.017898,1
2025-02-23 08:23:20.149616,1
2025-02-23 08:23:20.284444,1
2025-02-23 08:23:20.414622,1
2025-02-23 08:23:20.551536,1
2025-02-23 08:23:20.686518,1
2025-02-23 08:23:20.814413,1
2025-02-23 08:23:20.952282,1
2025-02-23 08:23:21.085400,1
2025-02-23 08:23:21.216105,0
2025-02-23 08:23:21.351594,1
2025-02-23 08:23:21.484756,1
2025-02-23 08:23:21.617288,1
2025-02-23 08:23:21.750333,0
2025-02-23 08:23:21.888092,1
2025-02-23 08:23:22.018179,1
2025-02-23 08:23:22.148455,1
2025-02-23 08:23:22.286830,1
2025-02-23 08:23:22.414927,1
2025-02-23 08:23:22.553319,1
2025-02-23 08:23:22.688588,1
2025-02-23 08:23:22.816989,1
2025-02-23 08:23:22.951607,1
2025-02-23 08:23:23.087238,1
2025-02-23 08:23:23.216606,1
2025-02-23 08:23:23.350697,1
2025-02-23 08:23:23.514942,1
2025-02-23 08:23:23.650119,0
2025-02-23 08:23:23.781612,1
2025-02-23 08:23:23.917761,1
2025-02-23 08:23:24.049961,1
2025-02-23 08:23:24.182683,1
2025-02-23 08:23:24.317775,1
2025-02-23 08:23:24.462997,0
2025-02-23 08:23:24.588810,1
2025-02-23 08:23:24.721770,1
2025-02-23 08:23:24.852618,1
2025-02-23 08:23:24.985657,0
2025-02-23 08:23:25.119361,0
2025-02-23 08:23:25.253183,1
2025-02-23 08:23:25.385290,1
2025-02-23 08:23:25.520589,1
2025-02-23 08:23:25.649875,1
2025-02-23 08:23:25.788116,1
2025-02-23 08:23:25.924432,1
2025-02-23 08:23:26.052245,1
2025-02-23 08:23:26.188394,1
2025-02-23 08:23:26.319097,1
2025-02-23 08:23:26.451660,0
2025-02-23 08:23:26.588806,1
2025-02-23 08:23:26.736350,1
2025-02-23 08:23:26.855283,1
2025-02-23 08:23:26.984731,1
2025-02-23 08:23:27.120576,1
2025-02-23 08:23:27.254191,1
2025-02-23 08:23:27.387163,1
2025-02-23 08:23:27.520708,1
2025-02-23 08:23:27.654953,1
2025-02-23 08:23:27.785839,1
2025-02-23 08:23:27.919383,1
2025-02-23 08:23:28.055641,1
2025-02-23 08:23:28.189773,1
2025-02-23 08:23:28.322139,1
2025-02-23 08:23:28.452603,0
2025-02-23 08:23:28.585905,0
